CO_CURSO,TP_SEXO,NT_GER,NT_FG,EST_CIVIL,COR_RACA,ENS_MED,RENDA
13438,F,52.4,72.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13438,M,68.1,79,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13438,F,44.3,53.7,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,M,69.9,77.2,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,34.1,36.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13438,F,36.5,53.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,38.5,59.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13438,M,44.9,80.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,42.9,55,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,42,63.2,SOLTEIRO(A),AMARELA,ESCOLA PRIVADA,DE 6 A 10
13438,M,44.1,73,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13438,M,30.6,64.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13438,F,65.7,82.2,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 1.5 A 3
13438,M,59.7,70.1,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 3 A 4.5
13438,F,52.5,88.9,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,39.8,54.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13438,M,34.3,59.8,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,41.9,71.8,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 1.5 A 3
13438,M,51.1,76.7,SOLTEIRO(A),NAO DECLARADO,MAIOR PARTE ESC. PRIVADA,DE 1.5 A 3
13438,M,53.1,51.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13438,M,24.9,30,SOLTEIRO(A),PARDA,MAIOR PARTE ESC. PRIVADA,DE 1.5 A 3
13438,M,47.7,74.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13438,M,43.9,64.7,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13438,M,43.9,72.3,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13438,M,45.8,65.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13438,M,23.3,27.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,26.9,15,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,F,42.7,78.2,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13438,M,57.7,54.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,M,30.4,55.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13438,M,51,78.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13438,M,53.5,45,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13438,M,44.2,78.2,SOLTEIRO(A),AMARELA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,24.6,30,SOLTEIRO(A),PARDA,MAIOR PARTE ESC. PRIVADA,DE 1.5 A 3
13438,F,42.1,66.7,SOLTEIRO(A),PARDA,BRASIL E EXTERIOR,DE 1.5 A 3
13438,F,27.6,33.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13438,F,70,83.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,40.8,47.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13438,M,53.3,63.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,30.4,65.9,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 6 A 10
13438,M,25.2,89.5,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13438,M,63.6,81.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13438,M,50.8,73.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13438,M,28,41,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13438,M,61.3,60.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13438,M,48.2,66.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,69.4,80.7,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,M,57.1,85.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13438,M,42.5,57.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13438,M,37.3,40,NA,NA,ESCOLA PÚBLICA,NA
13438,M,64.2,77.9,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 4.5 A 6
13438,M,38.8,21.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13438,M,63.9,75.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13438,F,50,79.9,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 10 A 30
13438,M,25.1,33.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13438,M,57.3,70.3,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 6 A 10
13438,M,37.5,57.1,SEPARADO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13438,M,61.5,64,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 6 A 10
13438,M,42.2,53.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13438,M,57.4,79,SOLTEIRO(A),AMARELA,ESCOLA PRIVADA,DE 10 A 30
13438,M,45.9,56.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13438,M,60.9,54.2,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,49.1,73.8,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,49.9,73.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13438,F,28.4,42.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13438,M,17.6,7.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,39.2,59.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13438,M,55.6,74.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13438,M,33.3,37.5,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13438,M,48.8,66.7,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,38.8,63.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13438,M,27.7,62.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,F,48.4,75.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 6 A 10
13438,M,61.5,90.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 6 A 10
13438,M,36.5,68.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13438,M,21.9,33.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,ACIMA DE 30
13438,M,33.4,61.6,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13438,F,37.5,74.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13438,M,50.3,69.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 4.5 A 6
13438,M,32.8,51.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,F,39,51.4,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 6 A 10
13438,M,47.9,37.5,CASADO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13438,M,30.3,51.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13438,M,57.2,84.3,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,54.9,37.5,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 4.5 A 6
13438,M,69,74.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13438,M,36.6,65.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13438,M,30,56.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13438,F,56.5,69.2,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13438,M,42.3,46.8,NA,NA,ESCOLA PÚBLICA,NA
13438,F,48,62.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13438,M,44.2,60.2,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,ACIMA DE 30
13438,M,58.2,64.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13438,M,26.2,46.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,M,56.4,48,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,M,39.9,42.8,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13438,M,45.6,82.1,CASADO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13438,M,51.2,76.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 4.5 A 6
13438,F,46,56.4,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 1.5 A 3
13438,M,57.2,63.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,F,47.4,78.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13438,M,37.4,58,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,M,52.4,50.4,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13438,F,52.6,73.7,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,60.7,79.8,SOLTEIRO(A),BRANCA,MAIOR PARTE ESC. PRIVADA,DE 1.5 A 3
13438,F,41.6,52.5,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,ATE 1.5
13438,M,35.9,75.2,CASADO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13438,M,54.1,56.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13438,M,61.4,79.5,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,DE 1.5 A 3
13438,M,48,57,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,M,53.3,80.4,SOLTEIRO(A),PARDA,BRASIL E EXTERIOR,DE 3 A 4.5
13438,M,58.5,53.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13438,F,71.4,94.6,SOLTEIRO(A),PARDA,BRASIL E EXTERIOR,ATE 1.5
13438,F,48.9,92.4,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,F,41.8,67,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13438,M,39.8,53.2,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 10 A 30
13438,M,45.9,59.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13439,M,66.1,49.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13439,M,65.9,48.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13439,F,59.3,64.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13439,M,77.5,75.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13439,M,40.2,60.7,OUTRO,BRANCA,ESCOLA PRIVADA,DE 10 A 30
13439,M,67.9,56.7,CASADO(A),BRANCA,ESCOLA PÚBLICA,DE 6 A 10
13439,M,74.9,92.8,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13439,M,58.1,87.3,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13439,M,45,55.6,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 3 A 4.5
13439,F,58.9,75.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13439,F,65.5,63.6,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13439,M,24.2,37.7,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 3 A 4.5
13439,F,52.3,62.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13439,M,54.4,60,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13439,M,58.9,72.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13439,F,77.2,78.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13439,F,41.8,56.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13439,F,40.7,37.5,SOLTEIRO(A),AMARELA,BRASIL E EXTERIOR,DE 1.5 A 3
13439,M,75.7,81.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13439,F,52.3,89.8,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13439,F,74.7,67.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13439,M,49.2,79.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13439,M,52.9,57,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13439,M,48.7,50.7,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13439,M,55.1,71.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13439,M,51.4,64.7,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13439,F,70.5,63.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13439,M,66.2,43.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13439,M,62.2,86.7,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13439,M,54.6,70.9,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13439,M,41.4,54.9,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 10 A 30
13439,M,69.6,68,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13439,M,56.7,64.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13439,M,50,49.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ACIMA DE 30
13439,F,70.1,85.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13439,M,39.1,75.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13439,F,60.8,67.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13439,M,67.8,62.9,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13439,M,54.3,56.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13439,M,65,60.7,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13439,M,66.8,80.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13439,M,46.3,37.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13439,M,45.1,55.8,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13439,M,73.6,45,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13439,M,73.4,60.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13439,F,26.9,36,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13439,F,69.9,68.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13439,M,55.9,84.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13439,M,42.1,39.4,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 3 A 4.5
13439,M,46.1,44.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13439,F,48.7,67.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13439,M,69.8,74.4,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 1.5 A 3
13439,F,54.2,82.2,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,DE 6 A 10
13439,M,65.1,45,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13439,M,51.5,49.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13439,F,49.2,62.8,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13439,F,45.5,56.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13439,M,53.9,64,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13439,M,70.3,79.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13439,M,53.5,66.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13439,M,59.7,67.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13439,M,44.9,28.9,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13439,F,56.4,59,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13439,M,71.1,72.4,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13439,M,50.9,61.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13439,F,58.1,65.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13439,M,59.5,59.4,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 6 A 10
13439,M,62.1,65.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13439,M,70.8,78.8,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,DE 1.5 A 3
13439,F,70.8,68.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13439,M,72.4,70.2,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 1.5 A 3
13439,M,66.3,80.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13439,M,77.4,78.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13439,M,56.7,76.2,SOLTEIRO(A),PARDA,BRASIL E EXTERIOR,DE 3 A 4.5
13439,F,61.3,62,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13439,M,69,79,SOLTEIRO(A),PARDA,BRASIL E EXTERIOR,DE 1.5 A 3
13439,M,73.6,78.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13439,M,58.9,68.9,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13439,M,45.7,59.6,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,ATE 1.5
13439,F,52.4,85.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13439,F,50.6,78.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13439,M,51.6,75,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13439,F,57.7,54.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13439,M,60.5,45,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 10 A 30
13439,M,45.4,67.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13439,F,63.7,73.3,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13439,M,52.1,54,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13439,F,49.7,72,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13441,F,28.9,57.8,SOLTEIRO(A),AMARELA,ESCOLA PRIVADA,DE 1.5 A 3
13441,M,51.6,67.4,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,ATE 1.5
13441,F,41.3,37.5,SOLTEIRO(A),PARDA,BRASIL E EXTERIOR,DE 10 A 30
13441,M,45.2,56.2,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 6 A 10
13441,M,59.9,93,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13441,M,55.4,40.6,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13441,M,34.8,49.9,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13441,F,46.8,83.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13441,F,33.8,48.2,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13441,M,42,46.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13441,M,47.9,70.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ACIMA DE 30
13441,M,47.2,82.9,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13441,M,56.6,80.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13441,M,32,56.7,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13441,F,55.2,81.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13441,F,45.8,59.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13441,F,31.1,58.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13441,F,44.3,54.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13441,F,57.6,74,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13441,F,55,82,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13441,M,52.1,48.8,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13441,M,40.2,59.6,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13441,M,58.5,84.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13441,M,54.2,75,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,ATE 1.5
13441,F,31.4,62.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13441,M,36.9,49,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13441,M,64.6,86.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13441,F,30.7,59,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,ATE 1.5
13441,F,39,56.5,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 4.5 A 6
13441,M,31.9,54.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13441,F,49.4,65.4,SOLTEIRO(A),AMARELA,ESCOLA PRIVADA,DE 4.5 A 6
13441,F,43.9,63.1,CASADO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13441,F,38.9,64.7,SOLTEIRO(A),PARDA,BRASIL E EXTERIOR,DE 1.5 A 3
13441,M,35,44.7,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13441,F,43.2,71.7,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13441,M,30.6,57.8,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13441,F,51.3,59.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13441,F,49,54.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13441,F,32.8,50.3,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,DE 1.5 A 3
13441,M,44.6,69,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13441,F,39.4,79.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13441,M,31.8,53.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,ATE 1.5
13441,M,43.8,60.4,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 6 A 10
13441,M,46.9,72.9,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 3 A 4.5
13441,M,48.7,76.5,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 1.5 A 3
13441,M,54.8,68.6,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 1.5 A 3
13441,M,53.1,83.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13441,F,56,74.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13441,F,35.5,66.4,SOLTEIRO(A),AMARELA,ESCOLA PRIVADA,DE 10 A 30
13441,M,46,72.4,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13441,M,27.9,52.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13441,F,34.8,79,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13441,M,49,62.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13441,M,49.1,52.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13441,M,59,74.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13441,F,38.9,37.5,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 4.5 A 6
13441,M,29,64.2,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,DE 1.5 A 3
13441,M,47.4,52.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13441,F,31.7,74.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13441,F,37.1,49.5,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,ATE 1.5
