CO_CURSO,TP_SEXO,NT_GER,NT_FG,EST_CIVIL,COR_RACA,ENS_MED,RENDA
1152881,M,21.9,41,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152881,F,31.2,49.3,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152881,F,37.2,48.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1152881,M,58.5,49,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152881,M,20.2,34.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
1152882,F,49.4,46.9,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
1152882,F,45.5,58.4,NA,NA,ESCOLA PÚBLICA,NA
1152882,F,36.6,65.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1152882,M,48.4,44.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,M,55,66.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,M,59.4,81.6,CASADO(A),NAO DECLARADO,ESCOLA PÚBLICA,ATE 1.5
1152882,M,32.1,49.5,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,M,64.6,83.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,F,45.7,66.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,F,45.2,64.5,CASADO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1152882,M,55,57,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1152882,F,35,70.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
1152882,F,63.2,63,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1152882,F,47.2,61.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1152882,F,49.9,60.5,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1152882,M,52.5,63.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,F,44.9,65.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,M,64,64.1,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,ATE 1.5
1152882,F,36.5,62,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1152882,F,73.9,87.1,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1152882,F,52.7,53.8,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,ATE 1.5
1152882,F,63.5,53.4,SEPARADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,F,53,63.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,F,51.7,67.9,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1152882,F,36.2,52.2,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1152882,M,42.2,30,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1152882,F,75.4,64.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,F,45.4,62,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,M,43.8,59,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,M,52.7,59.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,F,51.2,7.5,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1152882,F,53.6,54.3,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
1152882,F,65.2,67.1,CASADO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1158116,F,32.5,41.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1158116,F,43.4,49.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1158116,F,32.6,47.1,CASADO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1158116,M,62.1,55.6,CASADO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
1158116,M,66.2,80.5,SOLTEIRO(A),BRANCA,MAIOR PARTE ESC. PRIVADA,ATE 1.5
1158116,F,44.5,62.2,SEPARADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1158116,F,63.9,69.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
1158116,F,68.2,72.1,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1158116,F,41.6,46.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1158116,F,41.4,58.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1158116,M,31.7,38.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1158116,F,64.5,69.1,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1158116,F,66.3,61.3,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
1158116,F,69.3,76.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1158116,F,38.6,36.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
1158116,F,54.3,42.4,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
1158116,F,50.1,63.9,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1158116,F,56.5,55.3,CASADO(A),AMARELA,ESCOLA PÚBLICA,DE 1.5 A 3
1158116,F,41.2,44.7,CASADO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1158116,F,52,59.8,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1158116,F,62.7,73.3,CASADO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1158116,F,35.9,44,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
1158116,F,51.7,45.2,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
1158116,F,50.5,72.6,SOLTEIRO(A),PARDA,BRASIL E EXTERIOR,ATE 1.5
1158116,M,66.1,59,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
1158116,F,55.2,34.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
1158116,F,43.5,32.7,CASADO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1158116,F,54.9,60.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
1158116,F,49.3,55.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
1158116,F,52.1,70.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1158116,F,40,57.5,CASADO(A),AMARELA,ESCOLA PRIVADA,DE 4.5 A 6
1158907,F,54.1,55.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
1158907,M,53.8,55.9,OUTRO,BRANCA,ESCOLA PÚBLICA,ATE 1.5
1158907,M,55.7,42.1,OUTRO,NAO DECLARADO,ESCOLA PÚBLICA,ATE 1.5
1158907,F,74,80.4,CASADO(A),PARDA,ESCOLA PRIVADA,ATE 1.5
1158907,F,48.1,59.2,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1158907,F,42,51.3,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,DE 1.5 A 3
1158907,F,48.8,45,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1158907,M,53.1,61.9,SOLTEIRO(A),PARDA,MAIOR PARTE ESC. PRIVADA,DE 3 A 4.5
1158907,F,57.7,44.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
1158907,F,47.3,48.6,SOLTEIRO(A),PARDA,MAIOR PARTE ESC. PRIVADA,DE 3 A 4.5
1158907,F,61,28.7,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 1.5 A 3
1158907,F,63.8,74.7,SOLTEIRO(A),INDÍGENA,ESCOLA PRIVADA,DE 3 A 4.5
1158907,F,53.9,65.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
1160083,F,59.9,60,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,58.3,64.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,49,59.2,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,38.8,43.4,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,43,52.9,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1160083,F,46.5,48,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,M,52.4,61.2,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,57.5,56.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,21.4,54.5,CASADO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1160083,M,45.4,49.7,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,41.5,86.9,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
1160083,F,54.3,79.4,CASADO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,59.5,49.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
1160083,F,54.4,62.9,CASADO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1160083,F,47.4,52.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,32.6,49.2,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1160083,M,55.5,58.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
1160083,F,26.6,39.6,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,37.6,46.7,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,59.8,40.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,27.1,29.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,M,42.6,60.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,M,59.1,58.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,38.5,36.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,47.4,45.8,CASADO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1160083,M,41.3,42.3,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,51.2,54.9,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1160083,M,55.4,78,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1160083,M,42.4,29.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,47.6,31.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,39.7,41.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,64.2,71,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1160083,M,60.2,37.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,38.6,54.9,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,M,69.2,74.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
1160083,F,54.3,55.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,M,60.8,66.7,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1160083,F,34.8,51.4,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,M,46.9,41,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
1160083,F,47.6,39.2,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,39.7,38.6,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,M,48.2,54.4,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,DE 1.5 A 3
1160083,F,33.9,71,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1160083,F,47,77,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1162185,F,51.2,36.4,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1162185,F,55.3,46.7,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1162185,F,79.5,66.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1162185,M,62.5,51.5,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1162185,F,50.4,37.8,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1162185,F,32.8,25.2,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1162185,M,27.1,46.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1162185,F,62.3,48.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1162185,M,38.1,53.6,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
1162185,F,38.3,54.9,CASADO(A),NAO DECLARADO,ESCOLA PÚBLICA,ATE 1.5
1162185,M,48.6,52,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1162185,F,51.8,64.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1162185,F,51.1,66.7,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 3 A 4.5
1162185,F,50.1,55.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
1204358,M,41.9,52.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
1204358,F,46.7,53.3,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
1204358,F,34.9,61.7,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
1152879,M,NA,NA,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
